epoch,loss,mean_gap,acc,train_time_sec,eval_time_sec,text_time_sec,inference_time_sec,inference_samples_per_sec,inference_ms_per_sample,eval_samples_per_sec
1,1.9571490436792374,0.01409183070063591,0.6406,4.772582499310374,8.757453866302967,0.003568587824702263,8.753221202641726,571.2182845888777,1.750644240528345,570.9422026462576
2,0.6645624376833439,0.024512862786650658,0.7814,1.7479992788285017,8.746234030462801,0.003638647496700287,8.741811852902174,571.9638084340676,1.7483623705804348,571.6746181939781
3,0.358794916421175,0.031861570477485654,0.8204,1.756673819385469,8.809484185650945,0.0035574128851294518,8.805250383913517,567.843023423229,1.7610500767827033,567.5701204100117
4,0.24612210877239704,0.03582897372543812,0.835,1.7437459705397487,8.830087554641068,0.003616633825004101,8.825787839479744,566.5216625346317,1.7651575678959488,566.2458009685323
5,0.1552172815427184,0.038295664638280866,0.8398,1.7257757857441902,8.775591931305826,0.0035777855664491653,8.771333823911846,570.0387307537335,1.754266764782369,569.7621356074143
6,0.12422111351042986,0.03989075347781181,0.8458,1.7557811429724097,8.793887253850698,0.0036027589812874794,8.789606022648513,568.853710520848,1.7579212045297026,568.5767688015993
7,0.0893911519087851,0.04141046516597271,0.8478,1.7682125587016344,8.781168790534139,0.003584117628633976,8.776908268220723,569.6766842264848,1.7553816536441444,569.4002836376251
8,0.07466311100870371,0.0425792645663023,0.8498,1.7694076038897038,8.807049409486353,0.0036075906828045845,8.802759384736419,568.0037112760086,1.7605518769472837,567.7270295105125
9,0.06293725501745939,0.04369991086423397,0.8514,1.7305127661675215,8.794666981324553,0.003579254262149334,8.790413402020931,568.801462608174,1.7580826804041862,568.5263592831296
10,0.04753878805786371,0.04448190703988075,0.8526,1.7374999597668648,8.801433176733553,0.003623965196311474,8.796993074007332,568.3760300748229,1.7593986148014664,568.0892985948492
11,0.03764431271702051,0.045604174956679344,0.8536,1.7377327159047127,8.793039156123996,0.00354780163615942,8.788825627416372,568.9042213333611,1.7577651254832745,568.6316086193818
12,0.036131625063717365,0.046415941417217256,0.8534,1.7626006826758385,8.800068393349648,0.0036358917132019997,8.795753924176097,568.4561031496061,1.7591507848352195,568.1774023232115
13,0.030828531133010983,0.04728193357586861,0.8558,1.7689318852499127,8.861888845451176,0.0035896888002753258,8.857626060023904,564.4853334423226,1.7715252120047809,564.2138021812933
14,0.02429322269745171,0.048351218551397325,0.8586,1.7323333574458957,8.851162028498948,0.003583606332540512,8.846907678991556,565.1692299076801,1.7693815357983111,564.8975788603817
15,0.024139012559317052,0.049319077283144,0.8584,1.7388239745050669,8.862151371315122,0.003583027981221676,8.857889619655907,564.4685376192608,1.7715779239311815,564.1970883259706
16,0.02174852939788252,0.04961927644908428,0.8574,1.736375855281949,8.83875335752964,0.00359274260699749,8.834472862072289,565.9647245582412,1.7668945724144578,565.6906350645652
17,0.015810618991963565,0.05008382610976696,0.8576,1.7532684616744518,8.840925313532352,0.0035717934370040894,8.836671653203666,565.8238979816897,1.7673343306407332,565.5516614699544
18,0.018496630538720638,0.05086481422185898,0.8566,1.7253486700356007,8.834202770143747,0.0035597383975982666,8.82997266203165,566.253168766841,1.7659945324063302,565.9820280442399
19,0.019682629848830402,0.052008600905537605,0.8566,1.7728623701259494,8.86477422900498,0.003590497188270092,8.860525072552264,564.3006434786552,1.7721050145104527,564.0301569824888
