epoch,loss,mean_gap,acc,train_time_sec,eval_time_sec,text_time_sec,inference_time_sec,inference_samples_per_sec,inference_ms_per_sample,eval_samples_per_sec
1,2.7817079722881317,0.0018496489152312278,0.2702,6.928482169285417,10.904219523072243,0.0035121850669384003,10.900108946487308,458.71101147216615,2.1800217892974616,458.53809063734434
2,1.6594635248184204,0.013806353136897088,0.576,3.813914766535163,10.939047547057271,0.003528635948896408,10.93489713780582,457.2516720539808,2.186979427561164,457.07818514282417
3,1.0941088125109673,0.02588326781988144,0.7908,3.8559913020581007,10.939588194712996,0.003400711342692375,10.935549894347787,457.2243781343204,2.1871099788695574,457.0555957870932
4,0.8279814794659615,0.03789787963032722,0.8764,3.8754746932536364,10.965466948226094,0.003548257052898407,10.961313495412469,456.1497125406185,2.1922626990824936,455.9769340975361
5,0.7001633271574974,0.04989151582121849,0.9078,3.8503009229898453,10.990886146202683,0.003467172384262085,10.986731557175517,455.09439945626616,2.1973463114351035,454.9223723628039
6,0.6760130822658539,0.06021389663219452,0.9222,3.8637276869267225,10.961833123117685,0.0034951474517583847,10.95772136375308,456.2992463505635,2.1915442727506163,456.12808951227095
7,0.611355897039175,0.06844842210412025,0.9312,3.890250327065587,10.947441140189767,0.0034116003662347794,10.943398972973228,456.8964370529153,2.1886797945946457,456.7277353649538
8,0.5321929790079594,0.07464520707726478,0.9376,3.8658779598772526,10.961147457361221,0.0035520829260349274,10.95698176138103,456.3300468038558,2.191396352276206,456.15662223776854
9,0.49347979202866554,0.0792951114475727,0.9406,3.9048181865364313,11.00881669856608,0.003499472513794899,11.004692101851106,454.351648708004,2.200938420370221,454.18141993873513
10,0.49084657058119774,0.08235596492886543,0.9436,3.893411671742797,11.040074663236737,0.003536265343427658,11.035910159349442,453.0663921510889,2.2071820318698885,452.895487804074
11,0.4601482152938843,0.0843209981918335,0.9444,3.8866617046296597,11.034845534712076,0.003516722470521927,11.03075168095529,453.2782664877275,2.206150336191058,453.1101032879534
12,0.5008338131010532,0.08567963019013405,0.9474,3.8663374576717615,11.015779808163643,0.0033947769552469254,11.01178858615458,454.05884438125116,2.202357717230916,453.89433041268387
13,0.442569762468338,0.08710855767130851,0.948,3.8844991847872734,11.040547782555223,0.003584356978535652,11.036320125684142,453.0495620876211,2.2072640251368285,452.8760799260633
14,0.4154677242040634,0.08812979981303215,0.9472,3.8955677710473537,10.990547828376293,0.0035527069121599197,10.986348301172256,455.1102753101769,2.1972696602344515,454.9363760640386
15,0.4356672018766403,0.08847518563270569,0.9494,3.892645688727498,11.005579628050327,0.0034829694777727127,11.001484015956521,454.48413984404414,2.2002968031913044,454.3150082941852
16,0.40215224400162697,0.08878702074289321,0.9518,3.9055696725845337,11.053927583619952,0.0035370513796806335,11.049778642132878,452.4977523925201,2.209955728426576,452.3279135109545
17,0.40427491813898087,0.08893041163682938,0.9504,3.8977276142686605,11.04903849773109,0.0035334881395101547,11.044892497360706,452.6979326593539,2.208978499472141,452.52806396020304
18,0.400417011231184,0.08876560404896736,0.9516,3.890474647283554,11.056341445073485,0.0034037455916404724,11.052300993353128,452.39448355659226,2.2104601986706256,452.22915960395864
19,0.38775284960865974,0.08851730525493622,0.9512,3.9107070825994015,11.05578188970685,0.0034484080970287323,11.051715809851885,452.41843764592875,2.210343161970377,452.2520478316507
20,0.39770619198679924,0.08854752480983734,0.9518,3.8891692757606506,11.04745538532734,0.003486320376396179,11.04334845021367,452.7612274973772,2.208669690042734,452.5929117252415
21,0.39465082436800003,0.0889277458190918,0.954,3.8828835543245077,11.038475709035993,0.0035511013120412827,11.034292167052627,453.1328266736979,2.2068584334105252,452.9610909871412
22,0.3966989479959011,0.08877331912517547,0.954,3.8894764687865973,11.059970766305923,0.0034752339124679565,11.055882131680846,452.2479473322533,2.211176426336169,452.0807609394813
23,0.40378277003765106,0.08844791725277901,0.9548,3.8838128615170717,11.053495919331908,0.0035468842834234238,11.0493347607553,452.5159304394371,2.20986695215106,452.3455779501666
24,0.3720579296350479,0.0878391332924366,0.9566,3.903579195961356,11.035676185041666,0.003563828766345978,11.031502733007073,453.2474061797247,2.2063005466014145,453.0759978964644
25,0.3810931369662285,0.08696877211332321,0.9556,3.8678000140935183,11.048860877752304,0.0035535842180252075,11.044685907661915,452.7064003270027,2.208937181532383,452.53533873956803
26,0.3660760037600994,0.08634037673473358,0.9548,3.9000010062009096,11.076560772955418,0.0035472288727760315,11.07238450460136,451.57391327244335,2.214476900920272,451.4036533982663
27,0.361814234405756,0.08629739582538605,0.9552,3.900439281016588,11.070593107491732,0.003413733094930649,11.066565806046128,451.81134668428854,2.213313161209226,451.64698507583864
28,0.3604833073914051,0.08588668778538704,0.9548,3.903959196060896,11.039641978219151,0.00355742871761322,11.035482360050082,453.0839556321223,2.2070964720100164,452.9132384786422
29,0.3626202754676342,0.08502692207694054,0.9556,3.903818802908063,11.0495182313025,0.003535298630595207,11.045398661866784,452.6771874031163,2.2090797323733566,452.5084166869244
30,0.3620910197496414,0.0845993623137474,0.9556,3.869270920753479,11.048814138397574,0.0035596173256635666,11.044640870764852,452.70824633465384,2.2089281741529705,452.5372530816377
