experiment_dir,dataset,encoder,method,train_per_class,epochs_config,epoch_result,acc,mean_gap,split,keep_recommendation,result_path,args_path,log_path
random_hparam_vim_cifar10/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06,cifar10,vim,vim fine-tuning baseline,,10,3,0.9574,0.10055051743984222,test,index_only,random_hparam_vim_cifar10/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06/args/t013_lp0p000231735_lb2p21914em07_wd7p32798em06_cifar10_final_test_result.json,random_hparam_vim_cifar10/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06/args/t013_lp0p000231735_lb2p21914em07_wd7p32798em06_args.json,random_hparam_vim_cifar10/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06/log/t013_lp0p000231735_lb2p21914em07_wd7p32798em06_train_log.csv
random_hparam_vim_cifar10/14_t014_lp1p03449em05_lb8p8983em06_wd0,cifar10,vim,vim fine-tuning baseline,,10,5,0.9748,0.11345321238040924,test,index_only,random_hparam_vim_cifar10/14_t014_lp1p03449em05_lb8p8983em06_wd0/args/t014_lp1p03449em05_lb8p8983em06_wd0_cifar10_final_test_result.json,random_hparam_vim_cifar10/14_t014_lp1p03449em05_lb8p8983em06_wd0/args/t014_lp1p03449em05_lb8p8983em06_wd0_args.json,random_hparam_vim_cifar10/14_t014_lp1p03449em05_lb8p8983em06_wd0/log/t014_lp1p03449em05_lb8p8983em06_wd0_train_log.csv
random_hparam_vim_cifar10/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466,cifar10,vim,vim fine-tuning baseline,,10,8,0.9738,0.15741610825061797,test,index_only,random_hparam_vim_cifar10/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466/args/t015_lp0p000364299_lb1p37022em06_wd0p000130466_cifar10_final_test_result.json,random_hparam_vim_cifar10/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466/args/t015_lp0p000364299_lb1p37022em06_wd0p000130466_args.json,random_hparam_vim_cifar10/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466/log/t015_lp0p000364299_lb1p37022em06_wd0p000130466_train_log.csv
random_hparam_vim_cifar10/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06,cifar10,vim,vim fine-tuning baseline,,10,8,0.9772,0.13386231660842896,test,index_only,random_hparam_vim_cifar10/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06/args/t016_lp1p69457em05_lb4p52601em06_wd2p62658em06_cifar10_final_test_result.json,random_hparam_vim_cifar10/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06/args/t016_lp1p69457em05_lb4p52601em06_wd2p62658em06_args.json,random_hparam_vim_cifar10/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06/log/t016_lp1p69457em05_lb4p52601em06_wd2p62658em06_train_log.csv
random_hparam_vim_cifar10/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05,cifar10,vim,vim fine-tuning baseline,,10,9,0.9768,0.16486255079507828,test,index_only,random_hparam_vim_cifar10/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05/args/t017_lp0p000338842_lb3p73486em06_wd4p96259em05_cifar10_final_test_result.json,random_hparam_vim_cifar10/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05/args/t017_lp0p000338842_lb3p73486em06_wd4p96259em05_args.json,random_hparam_vim_cifar10/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05/log/t017_lp0p000338842_lb3p73486em06_wd4p96259em05_train_log.csv
random_hparam_vim_cifar10/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05,cifar10,vim,vim fine-tuning baseline,,10,8,0.9622,0.10214903801679612,test,index_only,random_hparam_vim_cifar10/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05/args/t018_lp4p05415em05_lb1p19217em07_wd4p76016em05_cifar10_final_test_result.json,random_hparam_vim_cifar10/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05/args/t018_lp4p05415em05_lb1p19217em07_wd4p76016em05_args.json,random_hparam_vim_cifar10/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05/log/t018_lp4p05415em05_lb1p19217em07_wd4p76016em05_train_log.csv
random_hparam_vim_cifar10/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06,cifar10,vim,vim fine-tuning baseline,,10,3,0.98,0.11895085498690605,test,index_only,random_hparam_vim_cifar10/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06/args/t019_lp6p56232em05_lb1p30012em05_wd4p40305em06_cifar10_final_test_result.json,random_hparam_vim_cifar10/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06/args/t019_lp6p56232em05_lb1p30012em05_wd4p40305em06_args.json,random_hparam_vim_cifar10/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06/log/t019_lp6p56232em05_lb1p30012em05_wd4p40305em06_train_log.csv
random_hparam_vim_cifar10/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05,cifar10,vim,vim fine-tuning baseline,,10,6,0.9748,0.1486445114016533,test,index_only,random_hparam_vim_cifar10/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05/args/t001_lp0p00052143_lb5p33906em06_wd2p07317em05_cifar10_final_test_result.json,random_hparam_vim_cifar10/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05/args/t001_lp0p00052143_lb5p33906em06_wd2p07317em05_args.json,random_hparam_vim_cifar10/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05/log/t001_lp0p00052143_lb5p33906em06_wd2p07317em05_train_log.csv
random_hparam_vim_cifar10/20_t020_lp3p65399em05_lb5p33663em07_wd1p49592em06,cifar10,vim,vim fine-tuning baseline,,10,9,0.9692,0.12131889089941979,test,index_only,random_hparam_vim_cifar10/20_t020_lp3p65399em05_lb5p33663em07_wd1p49592em06/args/t020_lp3p65399em05_lb5p33663em07_wd1p49592em06_cifar10_final_test_result.json,random_hparam_vim_cifar10/20_t020_lp3p65399em05_lb5p33663em07_wd1p49592em06/args/t020_lp3p65399em05_lb5p33663em07_wd1p49592em06_args.json,random_hparam_vim_cifar10/20_t020_lp3p65399em05_lb5p33663em07_wd1p49592em06/log/t020_lp3p65399em05_lb5p33663em07_wd1p49592em06_train_log.csv
random_hparam_vim_cifar10/2_t002_lp0p000893809_lb7p68131em06_wd0,cifar10,vim,vim fine-tuning baseline,,10,6,0.9758,0.12544001564383506,test,index_only,random_hparam_vim_cifar10/2_t002_lp0p000893809_lb7p68131em06_wd0/args/t002_lp0p000893809_lb7p68131em06_wd0_cifar10_final_test_result.json,random_hparam_vim_cifar10/2_t002_lp0p000893809_lb7p68131em06_wd0/args/t002_lp0p000893809_lb7p68131em06_wd0_args.json,random_hparam_vim_cifar10/2_t002_lp0p000893809_lb7p68131em06_wd0/log/t002_lp0p000893809_lb7p68131em06_wd0_train_log.csv
random_hparam_vim_cifar10/3_t003_lp7p95741em05_lb8p28918em07_wd2p42293em06,cifar10,vim,vim fine-tuning baseline,,10,9,0.9698,0.15492696091532707,test,index_only,random_hparam_vim_cifar10/3_t003_lp7p95741em05_lb8p28918em07_wd2p42293em06/args/t003_lp7p95741em05_lb8p28918em07_wd2p42293em06_cifar10_final_test_result.json,random_hparam_vim_cifar10/3_t003_lp7p95741em05_lb8p28918em07_wd2p42293em06/args/t003_lp7p95741em05_lb8p28918em07_wd2p42293em06_args.json,random_hparam_vim_cifar10/3_t003_lp7p95741em05_lb8p28918em07_wd2p42293em06/log/t003_lp7p95741em05_lb8p28918em07_wd2p42293em06_train_log.csv
random_hparam_vim_cifar10/4_t004_lp0p000442103_lb1p25427em06_wd8p5427em05,cifar10,vim,vim fine-tuning baseline,,10,9,0.9722,0.1578419253230095,test,index_only,random_hparam_vim_cifar10/4_t004_lp0p000442103_lb1p25427em06_wd8p5427em05/args/t004_lp0p000442103_lb1p25427em06_wd8p5427em05_cifar10_final_test_result.json,random_hparam_vim_cifar10/4_t004_lp0p000442103_lb1p25427em06_wd8p5427em05/args/t004_lp0p000442103_lb1p25427em06_wd8p5427em05_args.json,random_hparam_vim_cifar10/4_t004_lp0p000442103_lb1p25427em06_wd8p5427em05/log/t004_lp0p000442103_lb1p25427em06_wd8p5427em05_train_log.csv
random_hparam_vim_cifar10/5_t005_lp1p34164em05_lb1p12239em05_wd4p61057em05,cifar10,vim,vim fine-tuning baseline,,10,3,0.9784,0.10136185139417649,test,index_only,random_hparam_vim_cifar10/5_t005_lp1p34164em05_lb1p12239em05_wd4p61057em05/args/t005_lp1p34164em05_lb1p12239em05_wd4p61057em05_cifar10_final_test_result.json,random_hparam_vim_cifar10/5_t005_lp1p34164em05_lb1p12239em05_wd4p61057em05/args/t005_lp1p34164em05_lb1p12239em05_wd4p61057em05_args.json,random_hparam_vim_cifar10/5_t005_lp1p34164em05_lb1p12239em05_wd4p61057em05/log/t005_lp1p34164em05_lb1p12239em05_wd4p61057em05_train_log.csv
random_hparam_vim_cifar10/6_t006_lp5p11743em05_lb2p53826em05_wd0p000188046,cifar10,vim,vim fine-tuning baseline,,10,4,0.973,0.12277338728308677,test,index_only,random_hparam_vim_cifar10/6_t006_lp5p11743em05_lb2p53826em05_wd0p000188046/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_cifar10_final_test_result.json,random_hparam_vim_cifar10/6_t006_lp5p11743em05_lb2p53826em05_wd0p000188046/args/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_args.json,random_hparam_vim_cifar10/6_t006_lp5p11743em05_lb2p53826em05_wd0p000188046/log/t006_lp5p11743em05_lb2p53826em05_wd0p000188046_train_log.csv
random_hparam_vim_cifar10/7_t007_lp2p45063em05_lb1p4326em06_wd0p000216347,cifar10,vim,vim fine-tuning baseline,,10,10,0.9754,0.13447193875908853,test,index_only,random_hparam_vim_cifar10/7_t007_lp2p45063em05_lb1p4326em06_wd0p000216347/args/t007_lp2p45063em05_lb1p4326em06_wd0p000216347_cifar10_final_test_result.json,random_hparam_vim_cifar10/7_t007_lp2p45063em05_lb1p4326em06_wd0p000216347/args/t007_lp2p45063em05_lb1p4326em06_wd0p000216347_args.json,random_hparam_vim_cifar10/7_t007_lp2p45063em05_lb1p4326em06_wd0p000216347/log/t007_lp2p45063em05_lb1p4326em06_wd0p000216347_train_log.csv
random_hparam_vim_cifar10/8_t008_lp2p03507em05_lb4p92034em06_wd0,cifar10,vim,vim fine-tuning baseline,,10,10,0.9792,0.14392971470952035,test,index_only,random_hparam_vim_cifar10/8_t008_lp2p03507em05_lb4p92034em06_wd0/args/t008_lp2p03507em05_lb4p92034em06_wd0_cifar10_final_test_result.json,random_hparam_vim_cifar10/8_t008_lp2p03507em05_lb4p92034em06_wd0/args/t008_lp2p03507em05_lb4p92034em06_wd0_args.json,random_hparam_vim_cifar10/8_t008_lp2p03507em05_lb4p92034em06_wd0/log/t008_lp2p03507em05_lb4p92034em06_wd0_train_log.csv
random_hparam_vim_cifar10/9_t009_lp4p48385em05_lb8p2732em07_wd0p000798968,cifar10,vim,vim fine-tuning baseline,,10,10,0.9728,0.1386782020330429,test,index_only,random_hparam_vim_cifar10/9_t009_lp4p48385em05_lb8p2732em07_wd0p000798968/args/t009_lp4p48385em05_lb8p2732em07_wd0p000798968_cifar10_final_test_result.json,random_hparam_vim_cifar10/9_t009_lp4p48385em05_lb8p2732em07_wd0p000798968/args/t009_lp4p48385em05_lb8p2732em07_wd0p000798968_args.json,random_hparam_vim_cifar10/9_t009_lp4p48385em05_lb8p2732em07_wd0p000798968/log/t009_lp4p48385em05_lb8p2732em07_wd0p000798968_train_log.csv
random_hparam_vim_cifar10_fine/10_t010_lp3p59205em05_lb9p66881em06_wd2p72885em06,cifar10,vim,vim fine-tuning baseline,,20,14,0.978,0.15762434601783754,test,index_only,random_hparam_vim_cifar10_fine/10_t010_lp3p59205em05_lb9p66881em06_wd2p72885em06/args/t010_lp3p59205em05_lb9p66881em06_wd2p72885em06_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/10_t010_lp3p59205em05_lb9p66881em06_wd2p72885em06/args/t010_lp3p59205em05_lb9p66881em06_wd2p72885em06_args.json,random_hparam_vim_cifar10_fine/10_t010_lp3p59205em05_lb9p66881em06_wd2p72885em06/log/t010_lp3p59205em05_lb9p66881em06_wd2p72885em06_train_log.csv
random_hparam_vim_cifar10_fine/11_t011_lp5p49937em05_lb1p58596em05_wd3p47746em05,cifar10,vim,vim fine-tuning baseline,,20,5,0.9764,0.13593437150120735,test,index_only,random_hparam_vim_cifar10_fine/11_t011_lp5p49937em05_lb1p58596em05_wd3p47746em05/args/t011_lp5p49937em05_lb1p58596em05_wd3p47746em05_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/11_t011_lp5p49937em05_lb1p58596em05_wd3p47746em05/args/t011_lp5p49937em05_lb1p58596em05_wd3p47746em05_args.json,random_hparam_vim_cifar10_fine/11_t011_lp5p49937em05_lb1p58596em05_wd3p47746em05/log/t011_lp5p49937em05_lb1p58596em05_wd3p47746em05_train_log.csv
random_hparam_vim_cifar10_fine/12_t012_lp9p51024em05_lb1p52576em05_wd5p23317em06,cifar10,vim,vim fine-tuning baseline,,20,5,0.9764,0.1375478871166706,test,index_only,random_hparam_vim_cifar10_fine/12_t012_lp9p51024em05_lb1p52576em05_wd5p23317em06/args/t012_lp9p51024em05_lb1p52576em05_wd5p23317em06_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/12_t012_lp9p51024em05_lb1p52576em05_wd5p23317em06/args/t012_lp9p51024em05_lb1p52576em05_wd5p23317em06_args.json,random_hparam_vim_cifar10_fine/12_t012_lp9p51024em05_lb1p52576em05_wd5p23317em06/log/t012_lp9p51024em05_lb1p52576em05_wd5p23317em06_train_log.csv
random_hparam_vim_cifar10_fine/1_t001_lp9p8639em05_lb1p3147em05_wd1p02299em05,cifar10,vim,vim fine-tuning baseline,,20,3,0.9808,0.12612314894795418,test,index_only,random_hparam_vim_cifar10_fine/1_t001_lp9p8639em05_lb1p3147em05_wd1p02299em05/args/t001_lp9p8639em05_lb1p3147em05_wd1p02299em05_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/1_t001_lp9p8639em05_lb1p3147em05_wd1p02299em05/args/t001_lp9p8639em05_lb1p3147em05_wd1p02299em05_args.json,random_hparam_vim_cifar10_fine/1_t001_lp9p8639em05_lb1p3147em05_wd1p02299em05/log/t001_lp9p8639em05_lb1p3147em05_wd1p02299em05_train_log.csv
random_hparam_vim_cifar10_fine/2_t002_best_proj_1p160124-4_back_1p436223-5,cifar10,vim,projection/head probing,,20,7,0.9804,0.1441458821296692,test,index_only,random_hparam_vim_cifar10_fine/2_t002_best_proj_1p160124-4_back_1p436223-5/args/t002_lp0p000116012_lb1p43622em05_wd0_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/2_t002_best_proj_1p160124-4_back_1p436223-5/args/t002_lp0p000116012_lb1p43622em05_wd0_args.json,random_hparam_vim_cifar10_fine/2_t002_best_proj_1p160124-4_back_1p436223-5/log/t002_lp0p000116012_lb1p43622em05_wd0_train_log.csv
random_hparam_vim_cifar10_fine/3_t003_lp5p60119em05_lb8p36012em06_wd1p97148em06,cifar10,vim,vim fine-tuning baseline,,20,14,0.977,0.17756660431623458,test,index_only,random_hparam_vim_cifar10_fine/3_t003_lp5p60119em05_lb8p36012em06_wd1p97148em06/args/t003_lp5p60119em05_lb8p36012em06_wd1p97148em06_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/3_t003_lp5p60119em05_lb8p36012em06_wd1p97148em06/args/t003_lp5p60119em05_lb8p36012em06_wd1p97148em06_args.json,random_hparam_vim_cifar10_fine/3_t003_lp5p60119em05_lb8p36012em06_wd1p97148em06/log/t003_lp5p60119em05_lb8p36012em06_wd1p97148em06_train_log.csv
random_hparam_vim_cifar10_fine/4_t004_lp9p38584em05_lb9p24553em06_wd3p03077em05,cifar10,vim,vim fine-tuning baseline,,20,13,0.9774,0.1476645976305008,test,index_only,random_hparam_vim_cifar10_fine/4_t004_lp9p38584em05_lb9p24553em06_wd3p03077em05/args/t004_lp9p38584em05_lb9p24553em06_wd3p03077em05_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/4_t004_lp9p38584em05_lb9p24553em06_wd3p03077em05/args/t004_lp9p38584em05_lb9p24553em06_wd3p03077em05_args.json,random_hparam_vim_cifar10_fine/4_t004_lp9p38584em05_lb9p24553em06_wd3p03077em05/log/t004_lp9p38584em05_lb9p24553em06_wd3p03077em05_train_log.csv
random_hparam_vim_cifar10_fine/5_t005_lp3p2775em05_lb1p5749em05_wd1p8885em05,cifar10,vim,vim fine-tuning baseline,,20,8,0.9802,0.1390256963670254,test,index_only,random_hparam_vim_cifar10_fine/5_t005_lp3p2775em05_lb1p5749em05_wd1p8885em05/args/t005_lp3p2775em05_lb1p5749em05_wd1p8885em05_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/5_t005_lp3p2775em05_lb1p5749em05_wd1p8885em05/args/t005_lp3p2775em05_lb1p5749em05_wd1p8885em05_args.json,random_hparam_vim_cifar10_fine/5_t005_lp3p2775em05_lb1p5749em05_wd1p8885em05/log/t005_lp3p2775em05_lb1p5749em05_wd1p8885em05_train_log.csv
random_hparam_vim_cifar10_fine/6_t006_lp4p90419em05_lb1p92039em05_wd5p55115em05,cifar10,vim,vim fine-tuning baseline,,20,8,0.9794,0.13741847425699233,test,index_only,random_hparam_vim_cifar10_fine/6_t006_lp4p90419em05_lb1p92039em05_wd5p55115em05/args/t006_lp4p90419em05_lb1p92039em05_wd5p55115em05_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/6_t006_lp4p90419em05_lb1p92039em05_wd5p55115em05/args/t006_lp4p90419em05_lb1p92039em05_wd5p55115em05_args.json,random_hparam_vim_cifar10_fine/6_t006_lp4p90419em05_lb1p92039em05_wd5p55115em05/log/t006_lp4p90419em05_lb1p92039em05_wd5p55115em05_train_log.csv
random_hparam_vim_cifar10_fine/7_t007_lp3p92921em05_lb9p54914em06_wd6p18136em05,cifar10,vim,vim fine-tuning baseline,,20,8,0.979,0.15026075392961502,test,index_only,random_hparam_vim_cifar10_fine/7_t007_lp3p92921em05_lb9p54914em06_wd6p18136em05/args/t007_lp3p92921em05_lb9p54914em06_wd6p18136em05_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/7_t007_lp3p92921em05_lb9p54914em06_wd6p18136em05/args/t007_lp3p92921em05_lb9p54914em06_wd6p18136em05_args.json,random_hparam_vim_cifar10_fine/7_t007_lp3p92921em05_lb9p54914em06_wd6p18136em05/log/t007_lp3p92921em05_lb9p54914em06_wd6p18136em05_train_log.csv
random_hparam_vim_cifar10_fine/8_t008_lp3p71546em05_lb1p28886em05_wd0,cifar10,vim,vim fine-tuning baseline,,20,3,0.9802,0.1121824249625206,test,index_only,random_hparam_vim_cifar10_fine/8_t008_lp3p71546em05_lb1p28886em05_wd0/args/t008_lp3p71546em05_lb1p28886em05_wd0_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/8_t008_lp3p71546em05_lb1p28886em05_wd0/args/t008_lp3p71546em05_lb1p28886em05_wd0_args.json,random_hparam_vim_cifar10_fine/8_t008_lp3p71546em05_lb1p28886em05_wd0/log/t008_lp3p71546em05_lb1p28886em05_wd0_train_log.csv
random_hparam_vim_cifar10_fine/9_t009_lp4p71289em05_lb8p3562em06_wd0p000168372,cifar10,vim,vim fine-tuning baseline,,20,14,0.9784,0.15819395035505296,test,index_only,random_hparam_vim_cifar10_fine/9_t009_lp4p71289em05_lb8p3562em06_wd0p000168372/args/t009_lp4p71289em05_lb8p3562em06_wd0p000168372_cifar10_final_test_result.json,random_hparam_vim_cifar10_fine/9_t009_lp4p71289em05_lb8p3562em06_wd0p000168372/args/t009_lp4p71289em05_lb8p3562em06_wd0p000168372_args.json,random_hparam_vim_cifar10_fine/9_t009_lp4p71289em05_lb8p3562em06_wd0p000168372/log/t009_lp4p71289em05_lb8p3562em06_wd0p000168372_train_log.csv
random_hparam_vim_oxfordpets/10_t010_lp1p81904em05_lb1p50792em06_wd3p70181em06,oxfordpets,vim,vim fine-tuning baseline,,20,20,0.9095367847411444,0.06565595136300938,test,index_only,random_hparam_vim_oxfordpets/10_t010_lp1p81904em05_lb1p50792em06_wd3p70181em06/args/t010_lp1p81904em05_lb1p50792em06_wd3p70181em06_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/10_t010_lp1p81904em05_lb1p50792em06_wd3p70181em06/args/t010_lp1p81904em05_lb1p50792em06_wd3p70181em06_args.json,random_hparam_vim_oxfordpets/10_t010_lp1p81904em05_lb1p50792em06_wd3p70181em06/log/t010_lp1p81904em05_lb1p50792em06_wd3p70181em06_train_log.csv
random_hparam_vim_oxfordpets/11_t011_lp7p48693em05_lb1p15517em05_wd0p000102198,oxfordpets,vim,vim fine-tuning baseline,,20,13,0.919891008174387,0.08523560697967941,test,index_only,random_hparam_vim_oxfordpets/11_t011_lp7p48693em05_lb1p15517em05_wd0p000102198/args/t011_lp7p48693em05_lb1p15517em05_wd0p000102198_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/11_t011_lp7p48693em05_lb1p15517em05_wd0p000102198/args/t011_lp7p48693em05_lb1p15517em05_wd0p000102198_args.json,random_hparam_vim_oxfordpets/11_t011_lp7p48693em05_lb1p15517em05_wd0p000102198/log/t011_lp7p48693em05_lb1p15517em05_wd0p000102198_train_log.csv
random_hparam_vim_oxfordpets/12_t012_lp0p00046187_lb9p85142em06_wd8p65167em06,oxfordpets,vim,vim fine-tuning baseline,,20,11,0.9160762942779291,0.122727520562507,test,index_only,random_hparam_vim_oxfordpets/12_t012_lp0p00046187_lb9p85142em06_wd8p65167em06/args/t012_lp0p00046187_lb9p85142em06_wd8p65167em06_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/12_t012_lp0p00046187_lb9p85142em06_wd8p65167em06/args/t012_lp0p00046187_lb9p85142em06_wd8p65167em06_args.json,random_hparam_vim_oxfordpets/12_t012_lp0p00046187_lb9p85142em06_wd8p65167em06/log/t012_lp0p00046187_lb9p85142em06_wd8p65167em06_train_log.csv
random_hparam_vim_oxfordpets/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06,oxfordpets,vim,vim fine-tuning baseline,,20,7,0.906267029972752,0.08879978874245205,test,index_only,random_hparam_vim_oxfordpets/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06/args/t013_lp0p000231735_lb2p21914em07_wd7p32798em06_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06/args/t013_lp0p000231735_lb2p21914em07_wd7p32798em06_args.json,random_hparam_vim_oxfordpets/13_t013_lp0p000231735_lb2p21914em07_wd7p32798em06/log/t013_lp0p000231735_lb2p21914em07_wd7p32798em06_train_log.csv
random_hparam_vim_oxfordpets/14_t014_lp1p03449em05_lb8p8983em06_wd0,oxfordpets,vim,vim fine-tuning baseline,,20,19,0.9182561307901907,0.07019226937680631,test,index_only,random_hparam_vim_oxfordpets/14_t014_lp1p03449em05_lb8p8983em06_wd0/args/t014_lp1p03449em05_lb8p8983em06_wd0_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/14_t014_lp1p03449em05_lb8p8983em06_wd0/args/t014_lp1p03449em05_lb8p8983em06_wd0_args.json,random_hparam_vim_oxfordpets/14_t014_lp1p03449em05_lb8p8983em06_wd0/log/t014_lp1p03449em05_lb8p8983em06_wd0_train_log.csv
random_hparam_vim_oxfordpets/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466,oxfordpets,vim,vim fine-tuning baseline,,20,9,0.9084468664850136,0.10594318605758049,test,index_only,random_hparam_vim_oxfordpets/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466/args/t015_lp0p000364299_lb1p37022em06_wd0p000130466_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466/args/t015_lp0p000364299_lb1p37022em06_wd0p000130466_args.json,random_hparam_vim_oxfordpets/15_t015_lp0p000364299_lb1p37022em06_wd0p000130466/log/t015_lp0p000364299_lb1p37022em06_wd0p000130466_train_log.csv
random_hparam_vim_oxfordpets/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06,oxfordpets,vim,vim fine-tuning baseline,,20,19,0.9160762942779291,0.0688653984988058,test,index_only,random_hparam_vim_oxfordpets/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06/args/t016_lp1p69457em05_lb4p52601em06_wd2p62658em06_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06/args/t016_lp1p69457em05_lb4p52601em06_wd2p62658em06_args.json,random_hparam_vim_oxfordpets/16_t016_lp1p69457em05_lb4p52601em06_wd2p62658em06/log/t016_lp1p69457em05_lb4p52601em06_wd2p62658em06_train_log.csv
random_hparam_vim_oxfordpets/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05,oxfordpets,vim,vim fine-tuning baseline,,20,12,0.9084468664850136,0.11350652515082746,test,index_only,random_hparam_vim_oxfordpets/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05/args/t017_lp0p000338842_lb3p73486em06_wd4p96259em05_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05/args/t017_lp0p000338842_lb3p73486em06_wd4p96259em05_args.json,random_hparam_vim_oxfordpets/17_t017_lp0p000338842_lb3p73486em06_wd4p96259em05/log/t017_lp0p000338842_lb3p73486em06_wd4p96259em05_train_log.csv
random_hparam_vim_oxfordpets/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05,oxfordpets,vim,vim fine-tuning baseline,,20,14,0.8975476839237058,0.06700858826170096,test,index_only,random_hparam_vim_oxfordpets/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05/args/t018_lp4p05415em05_lb1p19217em07_wd4p76016em05_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05/args/t018_lp4p05415em05_lb1p19217em07_wd4p76016em05_args.json,random_hparam_vim_oxfordpets/18_t018_lp4p05415em05_lb1p19217em07_wd4p76016em05/log/t018_lp4p05415em05_lb1p19217em07_wd4p76016em05_train_log.csv
random_hparam_vim_oxfordpets/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06,oxfordpets,vim,vim fine-tuning baseline,,20,19,0.9193460490463216,0.09115455823170172,test,index_only,random_hparam_vim_oxfordpets/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06/args/t019_lp6p56232em05_lb1p30012em05_wd4p40305em06_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06/args/t019_lp6p56232em05_lb1p30012em05_wd4p40305em06_args.json,random_hparam_vim_oxfordpets/19_t019_lp6p56232em05_lb1p30012em05_wd4p40305em06/log/t019_lp6p56232em05_lb1p30012em05_wd4p40305em06_train_log.csv
random_hparam_vim_oxfordpets/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05,oxfordpets,vim,vim fine-tuning baseline,,20,4,0.9144414168937329,0.10358341883968662,test,index_only,random_hparam_vim_oxfordpets/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05/args/t001_lp0p00052143_lb5p33906em06_wd2p07317em05_oxfordpets_final_test_result.json,random_hparam_vim_oxfordpets/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05/args/t001_lp0p00052143_lb5p33906em06_wd2p07317em05_args.json,random_hparam_vim_oxfordpets/1_t001_lp0p00052143_lb5p33906em06_wd2p07317em05/log/t001_lp0p00052143_lb5p33906em06_wd2p07317em05_train_log.csv
