experiment_dir,dataset,encoder,method,train_per_class,epochs_config,epoch_result,acc,mean_gap,split,keep_recommendation,result_path,args_path,log_path
ablation_oxfordpets_class50/no_adapter_full_ft,oxfordpets,vim,vim adapter,50,30,19,0.929700272479564,0.0731589222276533,test,index_only,ablation_oxfordpets_class50/no_adapter_full_ft/args/vim_oxfordpets_final_test_result.json,ablation_oxfordpets_class50/no_adapter_full_ft/args/vim_oxfordpets_args.json,ablation_oxfordpets_class50/no_adapter_full_ft/log/vim_oxfordpets_train_log.csv
baseline_vim_b16_ft_caltech/dim128/class25,caltech101,vim,vim fine-tuning baseline,25,30,30,0.9375722543352601,0.08383323178432955,test,index_only,baseline_vim_b16_ft_caltech/dim128/class25/args/vim_caltech101_final_test_result.json,baseline_vim_b16_ft_caltech/dim128/class25/args/vim_caltech101_args.json,baseline_vim_b16_ft_caltech/dim128/class25/log/vim_caltech101_train_log.csv
baseline_vim_b16_ft_caltech/dim96/class25,caltech101,vim,vim fine-tuning baseline,25,30,25,0.9375722543352601,0.08089300702408989,test,index_only,baseline_vim_b16_ft_caltech/dim96/class25/args/vim_caltech101_final_test_result.json,baseline_vim_b16_ft_caltech/dim96/class25/args/vim_caltech101_args.json,baseline_vim_b16_ft_caltech/dim96/class25/log/vim_caltech101_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A0,cifar10,vim,vim fine-tuning baseline,50,20,13,0.9374,0.10253209173679352,test,index_only,baseline_vim_b16_ft_cifar_dim128/A0/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A0/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A0/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A1_rrc_flip,cifar10,vim,vim fine-tuning baseline,50,20,15,0.9414,0.10879793986678124,test,index_only,baseline_vim_b16_ft_cifar_dim128/A1_rrc_flip/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A1_rrc_flip/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A1_rrc_flip/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter,cifar10,vim,vim fine-tuning baseline,50,20,17,0.9436,0.11207219213247299,test,index_only,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_label_smoothing005,cifar10,vim,vim fine-tuning baseline,50,20,18,0.9442,0.08824165090918541,test,index_only,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_label_smoothing005/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_label_smoothing005/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_label_smoothing005/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema090,cifar10,vim,vim fine-tuning baseline,50,20,19,0.9448,0.08841251432895661,test,index_only,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema090/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema090/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema090/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema095,cifar10,vim,vim fine-tuning baseline,50,20,19,0.945,0.08784266412258149,test,index_only,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema095/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema095/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema095/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema0995,cifar10,vim,vim fine-tuning baseline,50,20,20,0.8958,0.04395722430199385,test,index_only,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema0995/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema0995/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A2_rrc_flip_jitter_ls005_ema0995/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095,cifar10,vim,vim fine-tuning baseline,50,20,20,0.947,0.08837345913052559,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_epoch30,cifar10,vim,vim fine-tuning baseline,50,30,25,0.9512,0.08875597640872002,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_epoch30/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_epoch30/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_epoch30/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed0,cifar10,vim,vim fine-tuning baseline,50,30,29,0.9506,0.08315949365496636,test,selected,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed0/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed0/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed0/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed1,cifar10,vim,vim fine-tuning baseline,50,30,28,0.95,0.0912607617676258,test,selected,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed1/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed1/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed1/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed2,cifar10,vim,vim fine-tuning baseline,50,30,27,0.9574,0.0870506927371025,test,selected,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed2/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed2/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed2/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed3,cifar10,vim,vim fine-tuning baseline,50,30,30,0.9578,0.08547263517975807,test,selected,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed3/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed3/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed3/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed42,cifar10,vim,vim fine-tuning baseline,50,30,30,0.9524,0.08847633078694343,test,selected,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed42/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed42/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_epoch30_best/seed42/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_op3_epoch30,cifar10,vim,vim fine-tuning baseline,50,30,30,0.9488,0.08926047235727311,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_op3_epoch30/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_op3_epoch30/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn12_op3_epoch30/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn15_epoch30,cifar10,vim,vim fine-tuning baseline,50,30,22,0.9524,0.08744648844003677,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn15_epoch30/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn15_epoch30/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn15_epoch30/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn9_epoch30,cifar10,vim,vim fine-tuning baseline,50,30,28,0.9504,0.09039836302399636,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn9_epoch30/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn9_epoch30/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_magn9_epoch30/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1,cifar10,vim,vim fine-tuning baseline,50,20,19,0.9474,0.08678320571780204,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1_epoch30,cifar10,vim,vim fine-tuning baseline,50,30,24,0.9488,0.08877555876970292,test,index_only,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1_epoch30/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1_epoch30/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim128/A3_randaugment_ls005_ema095_numop1_epoch30/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed0,cifar10,vim,vim fine-tuning baseline,50,30,25,0.9496,0.07938709035515785,test,selected,baseline_vim_b16_ft_cifar_dim96_trial14/seed0/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed0/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed0/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed1,cifar10,vim,vim fine-tuning baseline,50,30,24,0.9514,0.08807344660162926,test,selected,baseline_vim_b16_ft_cifar_dim96_trial14/seed1/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed1/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed1/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed2,cifar10,vim,vim fine-tuning baseline,50,30,23,0.958,0.08449324667453766,test,selected,baseline_vim_b16_ft_cifar_dim96_trial14/seed2/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed2/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed2/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed3,cifar10,vim,vim fine-tuning baseline,50,30,29,0.9546,0.08229030445218086,test,selected,baseline_vim_b16_ft_cifar_dim96_trial14/seed3/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed3/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed3/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/1_all,cifar10,vim,vim fine-tuning baseline,,30,11,0.9822,0.05229383371770382,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/1_all/args/all_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/1_all/args/all_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/1_all/log/all_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/2_class4000,cifar10,vim,vim fine-tuning baseline,4000,30,7,0.9808,0.0550734706223011,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/2_class4000/args/class4000_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/2_class4000/args/class4000_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/2_class4000/log/class4000_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/3_class3000,cifar10,vim,vim fine-tuning baseline,3000,30,6,0.9824,0.057731281593441965,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/3_class3000/args/class3000_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/3_class3000/args/class3000_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/3_class3000/log/class3000_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/4_class2000,cifar10,vim,vim fine-tuning baseline,2000,30,17,0.9804,0.05417709648609161,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/4_class2000/args/class2000_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/4_class2000/args/class2000_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/4_class2000/log/class2000_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/5_class1000,cifar10,vim,vim fine-tuning baseline,1000,30,23,0.9762,0.057622384279966354,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/5_class1000/args/class1000_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/5_class1000/args/class1000_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/5_class1000/log/class1000_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/6_class500,cifar10,vim,vim fine-tuning baseline,500,30,20,0.9732,0.062087114155292514,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/6_class500/args/class500_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/6_class500/args/class500_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/6_class500/log/class500_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/7_class100,cifar10,vim,vim fine-tuning baseline,100,30,19,0.9602,0.07963314577937126,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/7_class100/args/class100_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/7_class100/args/class100_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/7_class100/log/class100_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/8_class50,cifar10,vim,vim fine-tuning baseline,50,30,30,0.9554,0.08334033563733101,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/8_class50/args/class50_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/8_class50/args/class50_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/8_class50/log/class50_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/9_class10,cifar10,vim,vim fine-tuning baseline,10,30,30,0.8962,0.06026354618370533,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/9_class10/args/class10_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/9_class10/args/class10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/9_class10/log/class10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/classification_loss,cifar10,vim,vim fine-tuning baseline,50,30,25,0.9528,0.08650498017668724,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/classification_loss/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/classification_loss/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/classification_loss/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/contrastive_loss,cifar10,vim,vim fine-tuning baseline,50,30,30,0.9418,0.047160950303077695,test,index_only,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/contrastive_loss/args/vim_cifar10_final_test_result.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/contrastive_loss/args/vim_cifar10_args.json,baseline_vim_b16_ft_cifar_dim96_trial14/seed42/class50/contrastive_loss/log/vim_cifar10_train_log.csv
baseline_vim_b16_ft_oxfordpets/dim96/1_all,oxfordpets,vim,vim fine-tuning baseline,,30,9,0.940599455040872,0.07582891369993622,test,index_only,baseline_vim_b16_ft_oxfordpets/dim96/1_all/args/all_oxfordpets_final_test_result.json,baseline_vim_b16_ft_oxfordpets/dim96/1_all/args/all_args.json,baseline_vim_b16_ft_oxfordpets/dim96/1_all/log/all_train_log.csv
baseline_vim_b16_ft_oxfordpets/dim96/2_class50,oxfordpets,vim,vim fine-tuning baseline,50,30,29,0.9335149863760218,0.073165522636594,test,index_only,baseline_vim_b16_ft_oxfordpets/dim96/2_class50/args/class50_oxfordpets_final_test_result.json,baseline_vim_b16_ft_oxfordpets/dim96/2_class50/args/class50_args.json,baseline_vim_b16_ft_oxfordpets/dim96/2_class50/log/class50_train_log.csv
baseline_vim_b16_ft_oxfordpets/dim96/3_class10,oxfordpets,vim,vim fine-tuning baseline,10,30,23,0.9068119891008174,0.08558694716240908,test,index_only,baseline_vim_b16_ft_oxfordpets/dim96/3_class10/args/class10_oxfordpets_final_test_result.json,baseline_vim_b16_ft_oxfordpets/dim96/3_class10/args/class10_args.json,baseline_vim_b16_ft_oxfordpets/dim96/3_class10/log/class10_train_log.csv
baseline_vim_b16_ft_oxfordpets/dim96/all,oxfordpets,vim,vim fine-tuning baseline,,30,10,0.9411444141689373,0.07467127581303185,test,index_only,baseline_vim_b16_ft_oxfordpets/dim96/all/args/vim_oxfordpets_final_test_result.json,baseline_vim_b16_ft_oxfordpets/dim96/all/args/vim_oxfordpets_args.json,baseline_vim_b16_ft_oxfordpets/dim96/all/log/vim_oxfordpets_train_log.csv
baseline_vim_b16_ft_oxfordpets/dim96/class50,oxfordpets,vim,vim fine-tuning baseline,50,30,14,0.9318801089918256,0.07836205371328302,test,index_only,baseline_vim_b16_ft_oxfordpets/dim96/class50/args/vim_oxfordpets_final_test_result.json,baseline_vim_b16_ft_oxfordpets/dim96/class50/args/vim_oxfordpets_args.json,baseline_vim_b16_ft_oxfordpets/dim96/class50/log/vim_oxfordpets_train_log.csv
baseline_vim_b16_ft_stl10/dim128/class50,stl10,vim,vim fine-tuning baseline,50,30,24,0.978,0.09391845390200615,test,index_only,baseline_vim_b16_ft_stl10/dim128/class50/args/vim_stl10_final_test_result.json,baseline_vim_b16_ft_stl10/dim128/class50/args/vim_stl10_args.json,baseline_vim_b16_ft_stl10/dim128/class50/log/vim_stl10_train_log.csv
baseline_vim_b16_ft_stl10/dim96/1_all,stl10,vim,vim fine-tuning baseline,,30,5,0.98925,0.07463384419679642,test,index_only,baseline_vim_b16_ft_stl10/dim96/1_all/args/all_stl10_final_test_result.json,baseline_vim_b16_ft_stl10/dim96/1_all/args/all_args.json,baseline_vim_b16_ft_stl10/dim96/1_all/log/all_train_log.csv
baseline_vim_b16_ft_stl10/dim96/2_class100,stl10,vim,vim fine-tuning baseline,100,30,24,0.98375,0.0733184814453125,test,index_only,baseline_vim_b16_ft_stl10/dim96/2_class100/args/class100_stl10_final_test_result.json,baseline_vim_b16_ft_stl10/dim96/2_class100/args/class100_args.json,baseline_vim_b16_ft_stl10/dim96/2_class100/log/class100_train_log.csv
baseline_vim_b16_ft_stl10/dim96/3_class50,stl10,vim,vim fine-tuning baseline,50,30,25,0.981,0.08171907290816308,test,index_only,baseline_vim_b16_ft_stl10/dim96/3_class50/args/class50_stl10_final_test_result.json,baseline_vim_b16_ft_stl10/dim96/3_class50/args/class50_args.json,baseline_vim_b16_ft_stl10/dim96/3_class50/log/class50_train_log.csv
baseline_vim_b16_ft_stl10/dim96/4_class10,stl10,vim,vim fine-tuning baseline,10,30,30,0.95875,0.08264758512377739,test,index_only,baseline_vim_b16_ft_stl10/dim96/4_class10/args/class10_stl10_final_test_result.json,baseline_vim_b16_ft_stl10/dim96/4_class10/args/class10_args.json,baseline_vim_b16_ft_stl10/dim96/4_class10/log/class10_train_log.csv
baseline_vit_b16_ft_caltech/class25,caltech,vit,vit fine-tuning baseline,25,30,17,0.9734104046242774,0.06604710737667462,test,selected,baseline_vit_b16_ft_caltech/class25/args/vit_vitb16_caltech101_final_test_result.json,baseline_vit_b16_ft_caltech/class25/args/vit_vitb16_caltech101_args.json,baseline_vit_b16_ft_caltech/class25/log/vit_vitb16_caltech101_train_log.csv
baseline_vit_b16_ft_cifar/class50/1_bad_epoch20,cifar10,vit,vit fine-tuning baseline,50,20,5,0.9268,0.06087961494922638,test,selected,baseline_vit_b16_ft_cifar/class50/1_bad_epoch20/args/vit_vitb16_cifar10_final_test_result.json,baseline_vit_b16_ft_cifar/class50/1_bad_epoch20/args/vit_vitb16_cifar10_args.json,baseline_vit_b16_ft_cifar/class50/1_bad_epoch20/log/vit_vitb16_cifar10_train_log.csv
baseline_vit_b16_ft_cifar/class50/2_bad_epoch30,cifar10,vit,vit fine-tuning baseline,50,30,27,0.9334,0.08790292441844941,test,selected,baseline_vit_b16_ft_cifar/class50/2_bad_epoch30/args/vit_vitb16_cifar10_final_test_result.json,baseline_vit_b16_ft_cifar/class50/2_bad_epoch30/args/vit_vitb16_cifar10_args.json,baseline_vit_b16_ft_cifar/class50/2_bad_epoch30/log/vit_vitb16_cifar10_train_log.csv
baseline_vit_b16_ft_cifar/class50/3_good_epoch20,cifar10,vit,vit fine-tuning baseline,50,20,9,0.956,0.06280172169208527,test,selected,baseline_vit_b16_ft_cifar/class50/3_good_epoch20/args/vit_vitb16_cifar10_final_test_result.json,baseline_vit_b16_ft_cifar/class50/3_good_epoch20/args/vit_vitb16_cifar10_args.json,baseline_vit_b16_ft_cifar/class50/3_good_epoch20/log/vit_vitb16_cifar10_train_log.csv
baseline_vit_b16_ft_cifar/class50/4_good_epoch30,cifar10,vit,vit fine-tuning baseline,50,30,9,0.956,0.06280172169208527,test,selected,baseline_vit_b16_ft_cifar/class50/4_good_epoch30/args/vit_vitb16_cifar10_final_test_result.json,baseline_vit_b16_ft_cifar/class50/4_good_epoch30/args/vit_vitb16_cifar10_args.json,baseline_vit_b16_ft_cifar/class50/4_good_epoch30/log/vit_vitb16_cifar10_train_log.csv
baseline_vit_b16_ft_oxfordpets/class50,oxfordpets,vit,vit fine-tuning baseline,50,30,10,0.9504087193460491,0.05981631053460611,test,selected,baseline_vit_b16_ft_oxfordpets/class50/args/vit_vitb16_oxfordpets_final_test_result.json,baseline_vit_b16_ft_oxfordpets/class50/args/vit_vitb16_oxfordpets_args.json,baseline_vit_b16_ft_oxfordpets/class50/log/vit_vitb16_oxfordpets_train_log.csv
baseline_vit_b16_ft_stl10/class50,stl10,vit,vit fine-tuning baseline,50,30,1,0.9785,0.050291357934474944,test,selected,baseline_vit_b16_ft_stl10/class50/args/vit_vitb16_stl10_final_test_result.json,baseline_vit_b16_ft_stl10/class50/args/vit_vitb16_stl10_args.json,baseline_vit_b16_ft_stl10/class50/log/vit_vitb16_stl10_train_log.csv
ft_vim_3MLP_outputs_cifar/10_class50_2xdrop_768_768_drop0.35_0.55,cifar10,vim,vim mlp head,50,20,20,0.9296,0.10915726646780968,test,index_only,ft_vim_3MLP_outputs_cifar/10_class50_2xdrop_768_768_drop0.35_0.55/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/10_class50_2xdrop_768_768_drop0.35_0.55/args/class50_args.json,ft_vim_3MLP_outputs_cifar/10_class50_2xdrop_768_768_drop0.35_0.55/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/11_class50_2xdrop_2048_768_drop0.35_0.55,cifar10,vim,vim mlp head,50,20,16,0.9316,0.10556254237890243,test,index_only,ft_vim_3MLP_outputs_cifar/11_class50_2xdrop_2048_768_drop0.35_0.55/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/11_class50_2xdrop_2048_768_drop0.35_0.55/args/class50_args.json,ft_vim_3MLP_outputs_cifar/11_class50_2xdrop_2048_768_drop0.35_0.55/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/12_class50_2xdrop_1024_768_drop0.35_0.55_ReLU,cifar10,vim,vim mlp head,50,20,20,0.9364,0.10670058503746986,test,index_only,ft_vim_3MLP_outputs_cifar/12_class50_2xdrop_1024_768_drop0.35_0.55_ReLU/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/12_class50_2xdrop_1024_768_drop0.35_0.55_ReLU/args/class50_args.json,ft_vim_3MLP_outputs_cifar/12_class50_2xdrop_1024_768_drop0.35_0.55_ReLU/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/13_class50_2xdrop_1024_768_drop0.35_0.55_SiLU,cifar10,vim,vim mlp head,50,20,16,0.936,0.10576591417193412,test,index_only,ft_vim_3MLP_outputs_cifar/13_class50_2xdrop_1024_768_drop0.35_0.55_SiLU/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/13_class50_2xdrop_1024_768_drop0.35_0.55_SiLU/args/class50_args.json,ft_vim_3MLP_outputs_cifar/13_class50_2xdrop_1024_768_drop0.35_0.55_SiLU/log/class50_train_log.csv
ft_vim_3MLP_outputs_cifar/1_class50_2xdrop_2048_2048,cifar10,vim,vim mlp head,50,20,6,0.9124,0.08358505927026272,test,index_only,ft_vim_3MLP_outputs_cifar/1_class50_2xdrop_2048_2048/args/class50_cifar10_final_test_result.json,ft_vim_3MLP_outputs_cifar/1_class50_2xdrop_2048_2048/args/class50_args.json,ft_vim_3MLP_outputs_cifar/1_class50_2xdrop_2048_2048/log/class50_train_log.csv
